AREA,AREA_NAME,teleworkable_manual_emp,teleworkable_manual_wage,teleworkable_emp,teleworkable_wage
74650,"Lewiston-Auburn, ME",.28531143,.31519419,.34115347,.36540416
74950,"Manchester, NH",.3406758,.43576771,.39278284,.48086736
75550,"New Bedford, MA",.24739446,.30138567,.30743423,.35313806
75700,"New Haven, CT",.30614942,.37781811,.37195748,.44189078
76450,"Norwich-New London-Westerly, CT-RI",.27369434,.34936818,.32455757,.39221317
76600,"Pittsfield, MA",.28019553,.35476792,.32932425,.40501913
76750,"Portland-South Portland, ME",.34153235,.44550616,.38491789,.48178625
76900,"Portsmouth, NH-ME",.34686559,.47694239,.38581532,.49350968
77200,"Providence-Warwick, RI-MA",.31182271,.39236581,.36166343,.44020227
78100,"Springfield, MA-CT",.30223149,.35632816,.35325184,.40119877
78700,"Waterbury, CT",.26051968,.30071828,.32638958,.35335523
79600,"Worcester, MA-CT",.31928214,.38053605,.36986655,.42283213
